,Unnamed: 0,ride_id,tourOrigin,tourDestination,lat,lng,accuracy,remDistance,elevation,heading,timeStamp,actual_eta,timeStamp_date
994,1532,Ride_88,Ingolstadt,Praha,48.61103,11.67177,5,325,484.26489257800006,N,2018-01-26T03:08:38.412Z,6.71,2018-01-26 03:08:38.412
995,1533,Ride_88,Ingolstadt,Praha,48.699498999999996,11.755014,3,312,468.018096924,NNE,2018-01-26T03:48:25.212Z,6.05,2018-01-26 03:48:25.212
996,1534,Ride_88,Ingolstadt,Praha,48.804666999999995,11.934703,1,294,406.80078125,NE,2018-01-26T04:20:02.412Z,5.52,2018-01-26 04:20:02.412
997,1535,Ride_88,Ingolstadt,Praha,48.967915000000005,12.08177,4,270,407.65307617199994,NNE,2018-01-26T04:56:25.212Z,4.91,2018-01-26 04:56:25.212
998,1536,Ride_88,Ingolstadt,Praha,49.201201,12.115344,3,241,420.850372314,N,2018-01-26T05:24:58.812Z,4.43,2018-01-26 05:24:58.812
999,1537,Ride_88,Ingolstadt,Praha,49.525791,12.1805,3,202,431.497283936,N,2018-01-26T05:52:31.212Z,3.97,2018-01-26 05:52:31.212
1000,1538,Ride_88,Ingolstadt,Praha,49.631239,12.501989,1,172,507.658843994,ENE,2018-01-26T06:26:31.212Z,3.4,2018-01-26 06:26:31.212
1001,1539,Ride_88,Ingolstadt,Praha,49.707035,12.948876,2,134,436.68450927699996,ENE,2018-01-26T06:54:24.012Z,2.94,2018-01-26 06:54:24.012
1002,1540,Ride_88,Ingolstadt,Praha,49.67709,13.3243,0,103,349.248931885,E,2018-01-26T07:30:26.412Z,2.34,2018-01-26 07:30:26.412
1003,1541,Ride_88,Ingolstadt,Praha,49.769529999999996,13.65209,0,76,413.51129150400004,ENE,2018-01-26T08:10:54.012Z,1.67,2018-01-26 08:10:54.012
1004,1542,Ride_88,Ingolstadt,Praha,49.944685,14.033266000000001,3,41,239.052978516,NE,2018-01-26T08:42:10.812Z,1.15,2018-01-26 08:42:10.812
1005,1543,Ride_88,Ingolstadt,Praha,50.021793,14.330632999999999,2,14,365.093719482,ENE,2018-01-26T09:09:43.212Z,0.69,2018-01-26 09:09:43.212
1006,1544,Ride_88,Ingolstadt,Praha,50.072925,14.410217999999999,4,3,192.26123046900003,NE,2018-01-26T09:45:04.812Z,0.1,2018-01-26 09:45:04.812
1007,1545,Ride_89,Ingolstadt,Praha,48.665972,11.50975,2,344,376.54205322300004,SSE,2018-01-25T20:31:42.646Z,15.14,2018-01-25 20:31:42.646
1008,1546,Ride_89,Ingolstadt,Praha,48.652246999999996,11.717898,3,319,481.19879150400004,E,2018-01-25T21:02:18.646Z,14.63,2018-01-25 21:02:18.646
1009,1547,Ride_89,Ingolstadt,Praha,48.839939,11.998536,4,290,382.247253418,NE,2018-01-25T21:40:03.046Z,14.0,2018-01-25 21:40:03.046
1010,1548,Ride_89,Ingolstadt,Praha,49.02097,12.069013,2,263,341.127105713,NNE,2018-01-25T22:16:46.246Z,13.39,2018-01-25 22:16:46.246
1011,1549,Ride_89,Ingolstadt,Praha,49.325621999999996,12.154157000000001,1,227,392.17956543,N,2018-01-25T22:48:03.046Z,12.87,2018-01-25 22:48:03.046
1012,1550,Ride_89,Ingolstadt,Praha,49.567291,12.256406,1,194,559.565429688,NNE,2018-01-25T23:20:41.446Z,12.33,2018-01-25 23:20:41.446
1013,1551,Ride_89,Ingolstadt,Praha,49.67856,12.60924,0,163,548.7846069340001,ENE,2018-01-26T00:00:48.646Z,11.66,2018-01-26 00:00:48.646
1014,1565,Ride_89,Ingolstadt,Praha,49.722484,13.083,5,123,415.008148193,N,2018-01-26T08:00:33.046Z,3.66,2018-01-26 08:00:33.046
1015,1566,Ride_89,Ingolstadt,Praha,49.707064,13.284423,2,108,326.887115479,E,2018-01-26T08:38:17.446Z,3.03,2018-01-26 08:38:17.446
1016,1567,Ride_89,Ingolstadt,Praha,49.686060999999995,13.427442999999998,4,95,391.026763916,ESE,2018-01-26T09:05:49.846Z,2.57,2018-01-26 09:05:49.846
1017,1568,Ride_89,Ingolstadt,Praha,49.804499,13.755996,4,67,471.79528808599997,ENE,2018-01-26T09:45:16.246Z,1.91,2018-01-26 09:45:16.246
1018,1569,Ride_89,Ingolstadt,Praha,49.977932,14.115412,3,34,319.81710815400004,NE,2018-01-26T10:25:03.046Z,1.25,2018-01-26 10:25:03.046
1019,1570,Ride_89,Ingolstadt,Praha,50.027174,14.375092,3,9,340.623596191,ENE,2018-01-26T10:59:43.846Z,0.67,2018-01-26 10:59:43.846
1020,1571,Ride_89,Ingolstadt,Praha,50.074363,14.429205,4,1,235.74923706099997,NE,2018-01-26T11:33:43.846Z,0.1,2018-01-26 11:33:43.846
1021,1576,Ride_90,Kornwestheim,Madrid,48.840309999999995,9.14045,5,1785,326.11175537099996,N,2018-01-25T20:20:15.249Z,52.81,2018-01-25 20:20:15.249
1022,1577,Ride_90,Kornwestheim,Madrid,48.786640000000006,9.01642,0,1842,376.84729003900003,WSW,2018-01-25T20:53:14.049Z,52.26,2018-01-25 20:53:14.049
1023,1578,Ride_90,Kornwestheim,Madrid,48.829559,8.867600999999999,3,1760,451.568389893,WNW,2018-01-25T21:28:15.249Z,51.68,2018-01-25 21:28:15.249
1024,1579,Ride_90,Kornwestheim,Madrid,48.934714,8.567136999999999,3,1730,195.688308716,WNW,2018-01-25T22:00:33.249Z,51.14,2018-01-25 22:00:33.249
1025,1580,Ride_90,Kornwestheim,Madrid,48.873138,8.254828999999999,3,1701,123.30620575,WSW,2018-01-25T22:32:10.449Z,50.61,2018-01-25 22:32:10.449
1026,1581,Ride_90,Kornwestheim,Madrid,48.629601,8.020698,3,1668,134.192779541,SSW,2018-01-25T23:09:14.049Z,49.99,2018-01-25 23:09:14.049
1027,1582,Ride_90,Kornwestheim,Madrid,48.401019,7.852683,1,1639,153.035308838,SSW,2018-01-25T23:41:52.449Z,49.45,2018-01-25 23:41:52.449
1028,1583,Ride_90,Kornwestheim,Madrid,48.121992,7.7845759999999995,1,1605,188.11050415,S,2018-01-26T00:10:26.049Z,48.97,2018-01-26 00:10:26.049
1029,1584,Ride_90,Kornwestheim,Madrid,47.958870000000005,7.69543,0,1653,206.03359985400002,SSW,2018-01-26T00:43:04.449Z,48.43,2018-01-26 00:43:04.449
1030,1585,Ride_90,Kornwestheim,Madrid,47.789879,7.434077,1,1550,223.79318237299998,SW,2018-01-26T01:21:29.649Z,47.79,2018-01-26 01:21:29.649
1031,1586,Ride_90,Kornwestheim,Madrid,47.673292,6.973362,4,1581,370.549591064,WSW,2018-01-26T01:56:51.249Z,47.2,2018-01-26 01:56:51.249
1032,1587,Ride_90,Kornwestheim,Madrid,47.540642999999996,6.862516,2,1562,330.300048828,SSW,2018-01-26T02:29:50.049Z,46.65,2018-01-26 02:29:50.049
1033,1588,Ride_90,Kornwestheim,Madrid,47.418879,6.602307000000001,1,1535,342.636169434,SW,2018-01-26T03:06:53.649Z,46.03,2018-01-26 03:06:53.649
1034,1589,Ride_90,Kornwestheim,Madrid,47.339914,6.287337,4,1507,362.344848633,WSW,2018-01-26T03:41:54.849Z,45.45,2018-01-26 03:41:54.849
1035,1590,Ride_90,Kornwestheim,Madrid,47.260627,5.91927,4,1477,230.557449341,WSW,2018-01-26T04:19:18.849Z,44.83,2018-01-26 04:19:18.849
1036,1591,Ride_90,Kornwestheim,Madrid,47.166303000000006,5.643564,3,1382,234.86849975599998,WSW,2018-01-26T04:56:02.049Z,44.22,2018-01-26 04:56:02.049
1037,1592,Ride_90,Kornwestheim,Madrid,47.06108,5.261863,3,1349,182.900512695,WSW,2018-01-26T05:30:42.849Z,43.64,2018-01-26 05:30:42.849
1038,1593,Ride_90,Kornwestheim,Madrid,46.979013,4.8452150000000005,3,1310,202.79078674299998,WSW,2018-01-26T06:04:42.849Z,43.07,2018-01-26 06:04:42.849
1039,1594,Ride_90,Kornwestheim,Madrid,46.755507,4.825533999999999,2,1282,174.394439697,S,2018-01-26T06:40:04.449Z,42.48,2018-01-26 06:40:04.449
1040,1595,Ride_90,Kornwestheim,Madrid,46.749187,4.498093,1,1256,308.07766723599997,W,2018-01-26T07:18:09.249Z,41.85,2018-01-26 07:18:09.249
1041,1596,Ride_90,Kornwestheim,Madrid,46.6455,4.329457,1,1237,285.637390137,SW,2018-01-26T07:55:33.249Z,41.23,2018-01-26 07:55:33.249
1042,1597,Ride_90,Kornwestheim,Madrid,46.468441999999996,4.096134999999999,1,1209,239.428970337,SW,2018-01-26T08:33:38.049Z,40.6,2018-01-26 08:33:38.049
1043,1598,Ride_90,Kornwestheim,Madrid,46.503576,3.781744,4,1183,244.17738342299998,W,2018-01-26T09:03:12.849Z,40.11,2018-01-26 09:03:12.849
1044,1608,Ride_90,Kornwestheim,Madrid,46.527945,3.499482,5,1160,264.784118652,N,2018-01-26T14:20:26.049Z,34.82,2018-01-26 14:20:26.049
1045,1609,Ride_90,Kornwestheim,Madrid,46.47994,3.32915,0,1145,215.20793151900003,WSW,2018-01-26T14:55:47.649Z,34.23,2018-01-26 14:55:47.649
1046,1610,Ride_90,Kornwestheim,Madrid,46.439204,3.189309,4,1133,376.985473633,WSW,2018-01-26T15:24:41.649Z,33.75,2018-01-26 15:24:41.649
1047,1611,Ride_90,Kornwestheim,Madrid,46.316103999999996,2.989725,4,1107,420.75958252,SW,2018-01-26T15:53:56.049Z,33.26,2018-01-26 15:53:56.049
1048,1612,Ride_90,Kornwestheim,Madrid,46.087574,3.132629,3,1107,420.75958252,SSE,2018-01-26T16:27:35.649Z,32.7,2018-01-26 16:27:35.649
1049,1613,Ride_90,Kornwestheim,Madrid,45.907033,2.95016,4,1047,830.272033691,SW,2018-01-26T16:56:09.249Z,32.22,2018-01-26 16:56:09.249
1050,1614,Ride_90,Kornwestheim,Madrid,45.672402000000005,2.682317,1,1011,946.8285522460001,SW,2018-01-26T17:30:09.249Z,31.65,2018-01-26 17:30:09.249
1051,1615,Ride_90,Kornwestheim,Madrid,45.513220000000004,2.3082599999999998,0,975,593.602050781,WSW,2018-01-26T18:05:51.249Z,31.06,2018-01-26 18:05:51.249
1052,1616,Ride_90,Kornwestheim,Madrid,45.389784999999996,1.980476,2,943,630.467224121,WSW,2018-01-26T18:35:46.449Z,30.56,2018-01-26 18:35:46.449
1053,1617,Ride_90,Kornwestheim,Madrid,45.307317,1.677655,2,913,439.236297607,WSW,2018-01-26T19:11:48.849Z,29.96,2018-01-26 19:11:48.849
1054,1618,Ride_90,Kornwestheim,Madrid,45.177786,1.472963,2,884,123.12285614,SW,2018-01-26T19:39:41.649Z,29.5,2018-01-26 19:39:41.649
1055,1619,Ride_90,Kornwestheim,Madrid,45.165735999999995,1.248995,4,864,183.707717896,W,2018-01-26T20:11:18.849Z,28.97,2018-01-26 20:11:18.849
1056,1620,Ride_90,Kornwestheim,Madrid,45.15821,0.8799389999999999,2,832,166.947189331,W,2018-01-26T20:42:15.249Z,28.45,2018-01-26 20:42:15.249
1057,1621,Ride_90,Kornwestheim,Madrid,45.130232,0.535108,1,801,76.7271881104,W,2018-01-26T21:21:41.649Z,27.79,2018-01-26 21:21:41.649
1058,1622,Ride_90,Kornwestheim,Madrid,44.982428000000006,0.148311,2,764,78.01224517819999,WSW,2018-01-26T21:49:14.049Z,27.33,2018-01-26 21:49:14.049
1059,1623,Ride_90,Kornwestheim,Madrid,44.894921999999994,-0.26811799999999997,1,722,3.24829769135,WSW,2018-01-26T22:20:10.449Z,26.81,2018-01-26 22:20:10.449
1060,1624,Ride_90,Kornwestheim,Madrid,44.834769,-0.5000439999999999,3,696,53.5072822571,WSW,2018-01-26T22:58:35.649Z,26.17,2018-01-26 22:58:35.649
1061,1625,Ride_90,Kornwestheim,Madrid,44.714705,-0.744744,4,669,61.933216095,SW,2018-01-26T23:37:41.649Z,25.52,2018-01-26 23:37:41.649
1062,1626,Ride_90,Kornwestheim,Madrid,44.470287,-0.8226899999999999,4,638,40.1873321533,SSW,2018-01-27T00:12:22.449Z,24.94,2018-01-27 00:12:22.449
1063,1627,Ride_90,Kornwestheim,Madrid,44.14032,-0.9730030000000001,4,598,80.0383377075,SSW,2018-01-27T00:45:41.649Z,24.38,2018-01-27 00:45:41.649
1064,1635,Ride_90,Kornwestheim,Madrid,43.973773,-1.060667,5,578,83.0935287476,N,2018-01-27T05:29:15.249Z,19.65,2018-01-27 05:29:15.249
1065,1636,Ride_90,Kornwestheim,Madrid,43.858637,-1.1645780000000001,1,561,69.3072280884,SSW,2018-01-27T06:02:34.449Z,19.09,2018-01-27 06:02:34.449
1066,1637,Ride_90,Kornwestheim,Madrid,43.683035,-1.268627,3,539,37.9915885925,SSW,2018-01-27T06:40:39.249Z,18.46,2018-01-27 06:40:39.249
1067,1638,Ride_90,Kornwestheim,Madrid,43.51048,-1.44331,0,512,23.7644939423,SW,2018-01-27T07:11:35.649Z,17.94,2018-01-27 07:11:35.649
1068,1639,Ride_90,Kornwestheim,Madrid,43.400501,-1.635756,1,489,25.0901756287,SW,2018-01-27T07:48:39.249Z,17.32,2018-01-27 07:48:39.249
1069,1640,Ride_90,Kornwestheim,Madrid,43.306981,-1.878955,3,465,23.8301486969,WSW,2018-01-27T08:25:42.849Z,16.7,2018-01-27 08:25:42.849
1070,1641,Ride_90,Kornwestheim,Madrid,43.28155,-2.18531,0,436,24.489004135100004,W,2018-01-27T09:05:09.249Z,16.04,2018-01-27 09:05:09.249
1071,1642,Ride_90,Kornwestheim,Madrid,43.217965,-2.406398,3,410,75.52987670899999,WSW,2018-01-27T09:35:45.249Z,15.53,2018-01-27 09:35:45.249
1072,1643,Ride_90,Kornwestheim,Madrid,43.02904,-2.51289,0,385,306.338195801,SSW,2018-01-27T10:15:11.649Z,14.87,2018-01-27 10:15:11.649
1073,1644,Ride_90,Kornwestheim,Madrid,42.865817,-2.731632,4,355,503.40197753900003,SW,2018-01-27T10:52:56.049Z,14.24,2018-01-27 10:52:56.049
1074,1645,Ride_90,Kornwestheim,Madrid,42.675604,-3.019314,3,319,497.955932617,SW,2018-01-27T11:32:22.449Z,13.58,2018-01-27 11:32:22.449
1075,1646,Ride_90,Kornwestheim,Madrid,42.586605,-3.240313,2,296,807.861572266,WSW,2018-01-27T12:00:35.649Z,13.11,2018-01-27 12:00:35.649
1076,1647,Ride_90,Kornwestheim,Madrid,42.376634,-3.5857550000000002,2,257,908.531921387,SW,2018-01-27T12:29:09.249Z,12.63,2018-01-27 12:29:09.249
1077,1648,Ride_90,Kornwestheim,Madrid,42.12277,-3.7173,0,222,919.349487305,SSW,2018-01-27T12:58:23.649Z,12.14,2018-01-27 12:58:23.649
1078,1649,Ride_90,Kornwestheim,Madrid,41.85154,-3.7229400000000004,0,188,937.226928711,S,2018-01-27T13:30:00.849Z,11.61,2018-01-27 13:30:00.849
1079,1650,Ride_90,Kornwestheim,Madrid,41.628190000000004,-3.69438,0,160,830.662658691,S,2018-01-27T14:02:59.649Z,11.06,2018-01-27 14:02:59.649
1080,1664,Ride_90,Kornwestheim,Madrid,41.387334,-3.6450110000000002,5,130,1044.10583496,N,2018-01-27T21:27:22.449Z,3.65,2018-01-27 21:27:22.449
1081,1665,Ride_90,Kornwestheim,Madrid,41.240481,-3.590943,4,112,1063.77233887,SSE,2018-01-27T22:04:46.449Z,3.03,2018-01-27 22:04:46.449
1082,1666,Ride_90,Kornwestheim,Madrid,41.121402,-3.586336,1,99,1363.88122559,S,2018-01-27T22:41:29.649Z,2.42,2018-01-27 22:41:29.649
1083,1667,Ride_90,Kornwestheim,Madrid,40.885509000000006,-3.598706,1,70,1034.47790527,S,2018-01-27T23:15:50.049Z,1.85,2018-01-27 23:15:50.049
1084,1668,Ride_90,Kornwestheim,Madrid,40.681295,-3.610934,2,43,647.916015625,S,2018-01-27T23:45:45.249Z,1.35,2018-01-27 23:45:45.249
1085,1669,Ride_90,Kornwestheim,Madrid,40.490796,-3.738411,1,12,667.5749511719999,SSW,2018-01-28T00:25:11.649Z,0.69,2018-01-28 00:25:11.649
1086,1670,Ride_90,Kornwestheim,Madrid,40.4135,-3.71026,0,1,632.310546875,SSE,2018-01-28T01:00:33.249Z,0.1,2018-01-28 01:00:33.249
1087,1671,Ride_91,Kornwestheim,Madrid,48.848427,9.125167999999999,1,1784,316.181396484,WSW,2018-01-25T18:41:01.035Z,57.38,2018-01-25 18:41:01.035
1088,1672,Ride_91,Kornwestheim,Madrid,48.840443,8.828772,4,1757,464.60006713900003,W,2018-01-25T19:19:46.635Z,56.73,2018-01-25 19:19:46.635
1089,1673,Ride_91,Kornwestheim,Madrid,48.93732,8.5229,0,1796,224.40103149400002,WNW,2018-01-25T19:56:29.835Z,56.12,2018-01-25 19:56:29.835
1090,1674,Ride_91,Kornwestheim,Madrid,48.835615000000004,8.223274,2,1766,124.16403961200001,WSW,2018-01-25T20:32:52.635Z,55.51,2018-01-25 20:32:52.635
1091,1675,Ride_91,Kornwestheim,Madrid,48.60308,7.99103,0,1734,139.974136353,SSW,2018-01-25T21:12:39.435Z,54.85,2018-01-25 21:12:39.435
1092,1676,Ride_91,Kornwestheim,Madrid,48.367525,7.803286,4,1703,152.045181274,SSW,2018-01-25T21:53:27.435Z,54.17,2018-01-25 21:53:27.435
1093,1677,Ride_91,Kornwestheim,Madrid,48.101704,7.791860000000001,3,1672,196.684036255,S,2018-01-25T22:34:15.435Z,53.49,2018-01-25 22:34:15.435
1094,1678,Ride_91,Kornwestheim,Madrid,47.946558,7.643369,4,1649,199.77320861799998,SSW,2018-01-25T23:05:11.835Z,52.97,2018-01-25 23:05:11.835
1095,1679,Ride_91,Kornwestheim,Madrid,47.772864,7.377432000000001,1,1615,228.854293823,SW,2018-01-25T23:35:27.435Z,52.47,2018-01-25 23:35:27.435
1096,1680,Ride_91,Kornwestheim,Madrid,47.646809999999995,6.91211,0,1576,363.950592041,WSW,2018-01-26T00:10:08.235Z,51.89,2018-01-26 00:10:08.235
1097,1681,Ride_91,Kornwestheim,Madrid,47.506985,6.8333710000000005,1,1557,319.299987793,SSW,2018-01-26T00:43:47.835Z,51.33,2018-01-26 00:43:47.835
1098,1682,Ride_91,Kornwestheim,Madrid,47.412167,6.564475999999999,3,1532,368.426849365,WSW,2018-01-26T01:16:46.635Z,50.78,2018-01-26 01:16:46.635
1099,1687,Ride_91,Kornwestheim,Madrid,47.339085,6.228745,5,1433,311.567565918,N,2018-01-26T04:11:52.635Z,47.87,2018-01-26 04:11:52.635
1100,1688,Ride_91,Kornwestheim,Madrid,47.28629,6.006419999999999,0,1415,351.335083008,WSW,2018-01-26T04:39:45.435Z,47.41,2018-01-26 04:39:45.435
1101,1689,Ride_91,Kornwestheim,Madrid,47.237518,5.894334,1,1473,256.609405518,WSW,2018-01-26T05:16:49.035Z,46.79,2018-01-26 05:16:49.035
1102,1690,Ride_91,Kornwestheim,Madrid,47.153096000000005,5.603502,3,1448,215.827270508,WSW,2018-01-26T05:49:27.435Z,46.25,2018-01-26 05:49:27.435
1103,1691,Ride_91,Kornwestheim,Madrid,47.03537,5.1969,0,1343,183.86695861799998,WSW,2018-01-26T06:23:27.435Z,45.68,2018-01-26 06:23:27.435
1104,1692,Ride_91,Kornwestheim,Madrid,46.942965,4.826968,4,1306,193.076889038,WSW,2018-01-26T06:54:23.835Z,45.16,2018-01-26 06:54:23.835
1105,1693,Ride_91,Kornwestheim,Madrid,46.757363,4.781548,2,1279,203.85295105,S,2018-01-26T07:34:10.635Z,44.5,2018-01-26 07:34:10.635
1106,1694,Ride_91,Kornwestheim,Madrid,46.740115,4.484483999999999,2,1255,306.44909668,W,2018-01-26T08:04:05.835Z,44.0,2018-01-26 08:04:05.835
1107,1695,Ride_91,Kornwestheim,Madrid,46.631258,4.315114,1,1235,300.935302734,SW,2018-01-26T08:42:51.435Z,43.35,2018-01-26 08:42:51.435
1108,1696,Ride_91,Kornwestheim,Madrid,46.465283,4.071448999999999,3,1207,253.049713135,SW,2018-01-26T09:19:55.035Z,42.73,2018-01-26 09:19:55.035
1109,1697,Ride_91,Kornwestheim,Madrid,46.517769,3.7400910000000005,1,1179,254.47044372599998,WNW,2018-01-26T09:57:19.035Z,42.11,2018-01-26 09:57:19.035
1110,1698,Ride_91,Kornwestheim,Madrid,46.514429,3.463027,1,1156,269.29928588900003,W,2018-01-26T10:33:41.835Z,41.5,2018-01-26 10:33:41.835
1111,1699,Ride_91,Kornwestheim,Madrid,46.437476000000004,3.1425490000000003,3,1130,435.729278564,WSW,2018-01-26T11:13:28.635Z,40.84,2018-01-26 11:13:28.635
1112,1700,Ride_91,Kornwestheim,Madrid,46.302012,3.018725,3,1105,401.51324462900004,SSW,2018-01-26T11:43:03.435Z,40.35,2018-01-26 11:43:03.435
1113,1701,Ride_91,Kornwestheim,Madrid,46.049658,3.112293,3,1072,557.90032959,SSE,2018-01-26T12:20:27.435Z,39.73,2018-01-26 12:20:27.435
1114,1702,Ride_91,Kornwestheim,Madrid,45.878603999999996,2.910039,4,1043,852.472839355,SW,2018-01-26T12:51:23.835Z,39.21,2018-01-26 12:51:23.835
1115,1715,Ride_91,Kornwestheim,Madrid,45.654987,2.6302369999999997,5,1007,901.757873535,N,2018-01-26T20:12:02.235Z,31.9,2018-01-26 20:12:02.235
1116,1716,Ride_91,Kornwestheim,Madrid,45.58662,2.420371,3,988,740.48815918,WSW,2018-01-26T20:50:07.035Z,31.27,2018-01-26 20:50:07.035
1117,1717,Ride_91,Kornwestheim,Madrid,45.515088,2.266203,4,971,674.72644043,WSW,2018-01-26T21:22:04.635Z,30.74,2018-01-26 21:22:04.635
1118,1718,Ride_91,Kornwestheim,Madrid,45.362365000000004,1.9475790000000002,4,939,568.427124023,SW,2018-01-26T22:02:11.835Z,30.07,2018-01-26 22:02:11.835
1119,1719,Ride_91,Kornwestheim,Madrid,45.290345,1.631721,1,909,396.361846924,WSW,2018-01-26T22:33:08.235Z,29.55,2018-01-26 22:33:08.235
1120,1720,Ride_91,Kornwestheim,Madrid,45.164311,1.453565,3,881,110.52179718,SW,2018-01-26T23:03:44.235Z,29.04,2018-01-26 23:03:44.235
1121,1721,Ride_91,Kornwestheim,Madrid,45.153627,1.212176,3,860,154.802810669,W,2018-01-26T23:42:29.835Z,28.39,2018-01-26 23:42:29.835
1122,1722,Ride_91,Kornwestheim,Madrid,45.161016,0.8357889999999999,1,828,192.360610962,W,2018-01-27T00:11:23.835Z,27.91,2018-01-27 00:11:23.835
1123,1723,Ride_91,Kornwestheim,Madrid,45.104551,0.49643699999999996,1,797,75.95961761470001,WSW,2018-01-27T00:44:02.235Z,27.37,2018-01-27 00:44:02.235
1124,1724,Ride_91,Kornwestheim,Madrid,44.985978,0.07533200000000001,3,758,46.0439453125,WSW,2018-01-27T01:23:28.635Z,26.71,2018-01-27 01:23:28.635
1125,1725,Ride_91,Kornwestheim,Madrid,44.872283,-0.281589,3,719,7.007688045499999,WSW,2018-01-27T02:00:52.635Z,26.09,2018-01-27 02:00:52.635
1126,1726,Ride_91,Kornwestheim,Madrid,44.820244,-0.51935,2,694,5.84324407578,WSW,2018-01-27T02:39:38.235Z,25.44,2018-01-27 02:39:38.235
1127,1727,Ride_91,Kornwestheim,Madrid,44.690853999999995,-0.772011,3,666,65.30103302,SW,2018-01-27T03:07:31.035Z,24.98,2018-01-27 03:07:31.035
1128,1728,Ride_91,Kornwestheim,Madrid,44.436126,-0.8139029999999999,3,634,43.060817718500005,S,2018-01-27T03:48:19.035Z,24.3,2018-01-27 03:48:19.035
1129,1729,Ride_91,Kornwestheim,Madrid,44.087423,-1.000177,2,592,74.46518707279999,SSW,2018-01-27T04:15:51.435Z,23.84,2018-01-27 04:15:51.435
1130,1730,Ride_91,Kornwestheim,Madrid,43.953955,-1.068624,2,575,81.3627471924,SSW,2018-01-27T04:48:09.435Z,23.3,2018-01-27 04:48:09.435
1131,1742,Ride_91,Kornwestheim,Madrid,43.673546,-1.316434,5,534,31.3277893066,N,2018-01-27T11:32:25.035Z,16.55,2018-01-27 11:32:25.035
1132,1743,Ride_91,Kornwestheim,Madrid,43.567605,-1.430917,3,518,41.106136322,SW,2018-01-27T12:10:09.435Z,15.92,2018-01-27 12:10:09.435
1133,1744,Ride_91,Kornwestheim,Madrid,43.494162,-1.448798,4,510,9.3065662384,S,2018-01-27T12:42:47.835Z,15.38,2018-01-27 12:42:47.835
1134,1745,Ride_91,Kornwestheim,Madrid,43.375381,-1.64965,4,486,4.73014307022,SW,2018-01-27T13:21:33.435Z,14.73,2018-01-27 13:21:33.435
1135,1746,Ride_91,Kornwestheim,Madrid,43.297249,-1.901415,2,462,74.32778167720001,WSW,2018-01-27T13:50:07.035Z,14.25,2018-01-27 13:50:07.035
1136,1747,Ride_91,Kornwestheim,Madrid,43.285707,-2.222173,2,433,38.771270752,W,2018-01-27T14:20:22.635Z,13.75,2018-01-27 14:20:22.635
1137,1748,Ride_91,Kornwestheim,Madrid,43.206187,-2.420842,1,409,73.9855880737,WSW,2018-01-27T14:56:25.035Z,13.15,2018-01-27 14:56:25.035
1138,1749,Ride_91,Kornwestheim,Madrid,43.01843,-2.53042,0,383,353.960998535,SSW,2018-01-27T15:30:45.435Z,12.58,2018-01-27 15:30:45.435
1139,1750,Ride_91,Kornwestheim,Madrid,42.843229,-2.751448,1,352,506.539367676,SW,2018-01-27T15:59:39.435Z,12.1,2018-01-27 15:59:39.435
1140,1751,Ride_91,Kornwestheim,Madrid,42.65891,-3.04129,0,316,533.153930664,SW,2018-01-27T16:28:13.035Z,11.62,2018-01-27 16:28:13.035
1141,1752,Ride_91,Kornwestheim,Madrid,42.544247999999996,-3.2930940000000004,2,290,808.8020019530001,WSW,2018-01-27T17:03:34.635Z,11.03,2018-01-27 17:03:34.635
1142,1753,Ride_91,Kornwestheim,Madrid,42.349568,-3.603425,3,254,901.003112793,SW,2018-01-27T17:36:53.835Z,10.47,2018-01-27 17:36:53.835
1143,1754,Ride_91,Kornwestheim,Madrid,42.068855,-3.733426,4,216,881.477600098,SSW,2018-01-27T18:16:20.235Z,9.81,2018-01-27 18:16:20.235
1144,1755,Ride_91,Kornwestheim,Madrid,41.82049,-3.7041519999999997,1,184,915.500366211,S,2018-01-27T18:53:44.235Z,9.19,2018-01-27 18:53:44.235
1145,1756,Ride_91,Kornwestheim,Madrid,41.59833,-3.6956,0,156,904.153015137,S,2018-01-27T19:33:51.435Z,8.52,2018-01-27 19:33:51.435
1146,1757,Ride_91,Kornwestheim,Madrid,41.343771999999994,-3.6419379999999997,4,125,956.966674805,S,2018-01-27T20:08:11.835Z,7.95,2018-01-27 20:08:11.835
1147,1758,Ride_91,Kornwestheim,Madrid,41.10426,-3.59257,0,97,1264.96069336,S,2018-01-27T20:40:29.835Z,7.41,2018-01-27 20:40:29.835
1148,1767,Ride_91,Kornwestheim,Madrid,40.870346000000005,-3.604833,5,68,1051.51086426,N,2018-01-28T01:39:41.835Z,2.44,2018-01-28 01:39:41.835
1149,1768,Ride_91,Kornwestheim,Madrid,40.782381,-3.613463,1,58,892.32043457,S,2018-01-28T02:10:38.235Z,1.92,2018-01-28 02:10:38.235
1150,1769,Ride_91,Kornwestheim,Madrid,40.6276,-3.58773,0,37,613.5026855469999,S,2018-01-28T02:44:58.635Z,1.35,2018-01-28 02:44:58.635
1151,1770,Ride_91,Kornwestheim,Madrid,40.449573,-3.6626160000000003,2,15,674.177429199,SSW,2018-01-28T03:25:05.835Z,0.68,2018-01-28 03:25:05.835
1152,1771,Ride_91,Kornwestheim,Madrid,40.420266999999996,-3.7057949999999997,3,2,656.850036621,SW,2018-01-28T03:59:46.635Z,0.1,2018-01-28 03:59:46.635
1153,1772,Ride_93,Kornwestheim,Madrid,48.84125,9.13804,0,1855,326.09722900400004,W,2018-01-25T19:48:11.160Z,0.1,2018-01-25 19:48:11.160
