,ride_id,tourOrigin,tourDestination,lat,lng,accuracy,remDistance,elevation,heading,timeStamp,actual_eta
1259,Ride_70,Ingolstadt,Luxembourg Airport,49.23469,8.90099,5,262,180.834915161,N,2018-01-26T01:04:30.455Z,6.35
1260,Ride_70,Ingolstadt,Luxembourg Airport,49.23469,8.90099,5,262,180.834915161,N,2018-01-26T01:38:30.455Z,5.78
1261,Ride_70,Ingolstadt,Luxembourg Airport,49.275033,8.745559,3,250,178.806991577,WNW,2018-01-26T02:10:07.655Z,5.25
1262,Ride_70,Ingolstadt,Luxembourg Airport,49.33236,8.5595,0,233,105.777168274,WNW,2018-01-26T02:49:13.655Z,4.6
1263,Ride_70,Ingolstadt,Luxembourg Airport,49.453228,8.31749,2,206,95.2742996216,NW,2018-01-26T03:20:30.455Z,4.08
1264,Ride_70,Ingolstadt,Luxembourg Airport,49.527211,8.079987,1,177,291.641235352,WNW,2018-01-26T03:49:44.855Z,3.59
1265,Ride_70,Ingolstadt,Luxembourg Airport,49.4549,7.74036,0,149,247.350326538,WSW,2018-01-26T04:19:19.655Z,3.1
1266,Ride_70,Ingolstadt,Luxembourg Airport,49.498906,7.396071,4,119,338.861297607,W,2018-01-26T04:54:00.455Z,2.52
1267,Ride_70,Ingolstadt,Luxembourg Airport,49.585044,7.085409,3,90,408.351654053,WNW,2018-01-26T05:30:02.855Z,1.92
1268,Ride_70,Ingolstadt,Luxembourg Airport,49.772006,6.854604,2,58,440.90133667,NW,2018-01-26T06:03:01.655Z,1.37
1269,Ride_70,Ingolstadt,Luxembourg Airport,49.778244,6.623506,2,36,287.898071289,W,2018-01-26T06:39:24.455Z,0.76
1270,Ride_70,Ingolstadt,Luxembourg Airport,49.643059,6.316823,1,8,300.893981934,SW,2018-01-26T07:18:50.855Z,0.1
1271,Ride_72,Ingolstadt,Praha,48.611924,11.68258,1,324,482.21395874,SE,2018-01-25T20:10:29.076Z,6.36
1272,Ride_72,Ingolstadt,Praha,48.813664,11.945047,2,293,382.624694824,NE,2018-01-25T20:38:42.276Z,5.89
1273,Ride_72,Ingolstadt,Praha,48.969702,12.072159,3,269,435.474334717,NNE,2018-01-25T21:10:39.876Z,5.36
1274,Ride_72,Ingolstadt,Praha,49.21654,12.12582,0,239,387.276062012,N,2018-01-25T21:51:07.476Z,4.69
1275,Ride_72,Ingolstadt,Praha,49.535403,12.191337,4,201,417.034759521,N,2018-01-25T22:24:26.676Z,4.13
1276,Ride_72,Ingolstadt,Praha,49.636455,12.514246,3,171,502.309356689,ENE,2018-01-25T23:04:33.876Z,3.46
1277,Ride_72,Ingolstadt,Praha,49.702726,12.981806,4,131,428.011322021,ENE,2018-01-25T23:35:30.276Z,2.94
1278,Ride_72,Ingolstadt,Praha,49.681197,13.345089,1,102,385.462280273,E,2018-01-26T00:09:50.676Z,2.37
1279,Ride_72,Ingolstadt,Praha,49.77707,13.6701,0,74,444.52822876,ENE,2018-01-26T00:42:08.676Z,1.83
1280,Ride_72,Ingolstadt,Praha,49.950997,14.045767,1,40,230.792053223,NE,2018-01-26T01:16:49.476Z,1.25
1281,Ride_72,Ingolstadt,Praha,50.015747,14.337801,3,13,362.227081299,ENE,2018-01-26T01:46:44.676Z,0.75
1282,Ride_72,Ingolstadt,Praha,50.074156,14.409591,1,2,194.533477783,NE,2018-01-26T02:25:30.276Z,0.1
1283,Ride_73,Ingolstadt,Praha,48.767109,11.460087,4,356,371.003417969,N,2018-01-25T20:44:30.014Z,14.42
1284,Ride_73,Ingolstadt,Praha,48.590566,11.60593,4,330,456.178039551,SSE,2018-01-25T21:20:52.814Z,13.81
1285,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-25T21:49:26.414Z,13.33
1286,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-25T22:18:40.814Z,12.84
1287,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-25T22:50:58.814Z,12.3
1288,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-25T23:31:46.814Z,11.62
1289,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-26T00:00:40.814Z,11.14
1290,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-26T00:37:44.414Z,10.52
1291,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-26T01:14:27.614Z,9.91
1292,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-26T01:51:10.814Z,9.3
1293,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-26T02:20:45.614Z,8.81
1294,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-26T02:49:39.614Z,8.33
1295,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-26T03:30:07.214Z,7.66
1296,Ride_73,Ingolstadt,Praha,48.590566,11.60593,5,330,456.178039551,N,2018-01-26T04:04:07.214Z,7.09
1297,Ride_73,Ingolstadt,Praha,48.666953,11.73554,2,316,483.71307373,NE,2018-01-26T04:44:34.814Z,6.42
1298,Ride_73,Ingolstadt,Praha,48.773372,11.890637,1,299,421.855834961,NE,2018-01-26T05:13:08.414Z,5.94
1299,Ride_73,Ingolstadt,Praha,48.950531,12.092024,3,272,406.983978271,NE,2018-01-26T05:41:21.614Z,5.47
1300,Ride_73,Ingolstadt,Praha,49.16194,12.1139,0,246,374.73034668,N,2018-01-26T06:14:00.014Z,4.93
1301,Ride_73,Ingolstadt,Praha,49.512937,12.170278,4,204,373.029785156,N,2018-01-26T06:47:19.214Z,4.37
1302,Ride_73,Ingolstadt,Praha,49.633146,12.46006,3,176,509.783874512,ENE,2018-01-26T07:22:20.414Z,3.79
1303,Ride_73,Ingolstadt,Praha,49.723821,12.89197,1,138,499.216796875,ENE,2018-01-26T07:59:24.014Z,3.17
1304,Ride_73,Ingolstadt,Praha,49.693638,13.295596,3,106,339.149719238,E,2018-01-26T08:38:09.614Z,2.52
1305,Ride_73,Ingolstadt,Praha,49.75142,13.57036,0,82,365.456054688,ENE,2018-01-26T09:18:37.214Z,1.85
1306,Ride_73,Ingolstadt,Praha,49.919865,14.003169,4,44,248.242462158,ENE,2018-01-26T09:46:50.414Z,1.38
1307,Ride_73,Ingolstadt,Praha,50.03136,14.28324,0,23,341.04397583,ENE,2018-01-26T10:26:57.614Z,0.71
1308,Ride_73,Ingolstadt,Praha,50.065661,14.410508,4,3,192.399505615,ENE,2018-01-26T11:03:40.814Z,0.1
1309,Ride_76,Ingolstadt,Praha,48.754365,11.457115,2,355,366.679382324,NNW,2018-01-25T21:05:52.148Z,15.02
1310,Ride_76,Ingolstadt,Praha,48.611798,11.681097,3,324,485.090087891,SE,2018-01-25T21:40:12.548Z,14.45
1311,Ride_76,Ingolstadt,Praha,48.81109,11.94201,0,293,386.524932861,NE,2018-01-25T22:14:12.548Z,13.88
1312,Ride_76,Ingolstadt,Praha,48.969149,12.073618,4,269,431.277984619,NNE,2018-01-25T22:52:58.148Z,13.23
1313,Ride_76,Ingolstadt,Praha,49.213139,12.123338,1,240,384.181182861,N,2018-01-25T23:22:12.548Z,12.74
1314,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-25T23:50:25.748Z,12.27
1315,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T00:21:22.148Z,11.75
1316,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T00:52:59.348Z,11.22
1317,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T01:23:35.348Z,10.71
1318,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T01:55:53.348Z,10.17
1319,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T02:36:41.348Z,9.49
1320,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T03:09:40.148Z,8.94
1321,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T03:47:44.948Z,8.31
1322,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T04:22:46.148Z,7.73
1323,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T05:01:52.148Z,7.08
1324,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T05:36:12.548Z,6.51
1325,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T06:12:35.348Z,5.9
1326,Ride_76,Ingolstadt,Praha,49.213139,12.123338,5,240,384.181182861,N,2018-01-26T06:44:12.548Z,5.37
1327,Ride_76,Ingolstadt,Praha,49.37107,12.15265,0,221,358.0,N,2018-01-26T07:12:05.348Z,4.91
1328,Ride_76,Ingolstadt,Praha,49.533857,12.190491,4,201,411.287628174,N,2018-01-26T07:48:48.548Z,4.3
1329,Ride_76,Ingolstadt,Praha,49.634347,12.512077,1,172,505.83505249,ENE,2018-01-26T08:24:50.948Z,3.7
1330,Ride_76,Ingolstadt,Praha,49.703627,12.974439,1,132,404.203552246,ENE,2018-01-26T09:01:13.748Z,3.09
1331,Ride_76,Ingolstadt,Praha,49.679897,13.340934,4,102,381.726318359,E,2018-01-26T09:35:54.548Z,2.51
1332,Ride_76,Ingolstadt,Praha,49.77587,13.66643,0,74,438.593444824,ENE,2018-01-26T10:16:01.748Z,1.84
1333,Ride_76,Ingolstadt,Praha,49.950103,14.043712,3,40,230.805618286,NE,2018-01-26T10:53:25.748Z,1.22
1334,Ride_76,Ingolstadt,Praha,50.016409,14.338178,2,13,363.040008545,ENE,2018-01-26T11:31:30.548Z,0.59
1335,Ride_76,Ingolstadt,Praha,50.07524,14.40915,0,2,194.108322144,NE,2018-01-26T12:00:44.948Z,0.1
1336,Ride_77,Ingolstadt,Praha,48.751113,11.457657,3,354,364.833312988,S,2018-01-25T21:13:51.650Z,13.99
1337,Ride_77,Ingolstadt,Praha,48.612095,11.68396,4,324,482.728179932,SE,2018-01-25T21:50:14.450Z,13.38
1338,Ride_77,Ingolstadt,Praha,48.81439,11.9459,0,293,382.385894775,NE,2018-01-25T22:27:38.450Z,12.76
1339,Ride_77,Ingolstadt,Praha,48.970147,12.071295,4,269,436.983703613,NNE,2018-01-25T23:08:06.050Z,12.09
1340,Ride_77,Ingolstadt,Praha,49.221047,12.128335,3,239,391.89831543,N,2018-01-25T23:36:19.250Z,11.62
1341,Ride_77,Ingolstadt,Praha,49.536182,12.19178,2,201,422.481506348,N,2018-01-26T00:08:37.250Z,11.08
1342,Ride_77,Ingolstadt,Praha,49.637998,12.51557,2,171,505.128295898,ENE,2018-01-26T00:47:22.850Z,10.43
1343,Ride_77,Ingolstadt,Praha,49.70243,12.98455,0,131,436.012878418,ENE,2018-01-26T01:20:21.650Z,9.88
1344,Ride_77,Ingolstadt,Praha,49.68263,13.34985,0,101,383.651123047,E,2018-01-26T01:50:37.250Z,9.38
1345,Ride_77,Ingolstadt,Praha,49.778153,13.673759,3,74,449.774047852,ENE,2018-01-26T02:18:09.650Z,8.92
1346,Ride_77,Ingolstadt,Praha,49.951676,14.047464,3,39,229.270401001,NE,2018-01-26T02:53:51.650Z,8.33
1347,Ride_77,Ingolstadt,Praha,50.015358,14.337463,1,13,362.579711914,ENE,2018-01-26T03:29:13.250Z,7.74
1348,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T04:00:30.050Z,7.22
1349,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T04:34:30.050Z,6.65
1350,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T05:08:09.650Z,6.09
1351,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T05:36:02.450Z,5.63
1352,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T06:14:27.650Z,4.99
1353,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,18,362.579711914,N,2018-01-26T06:42:20.450Z,4.53
1354,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T07:21:46.850Z,3.87
1355,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T07:58:30.050Z,3.26
1356,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T08:32:50.450Z,2.69
1357,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T09:02:04.850Z,2.2
1358,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,13,362.579711914,N,2018-01-26T09:29:57.650Z,1.74
1359,Ride_77,Ingolstadt,Praha,50.015358,14.337463,5,18,362.579711914,N,2018-01-26T09:58:10.850Z,1.27
1360,Ride_77,Ingolstadt,Praha,50.037912,14.402065,4,7,215.160003662,ENE,2018-01-26T10:38:38.450Z,0.6
1361,Ride_77,Ingolstadt,Praha,50.075287,14.409193,2,2,194.327667236,N,2018-01-26T11:08:33.650Z,0.1
1362,Ride_78,Ingolstadt,Praha,48.712276,11.483872,4,349,367.524505615,SSE,2018-01-25T21:09:07.714Z,14.83
1363,Ride_78,Ingolstadt,Praha,48.632615,11.705266,3,321,460.354919434,ESE,2018-01-25T21:45:30.514Z,14.22
1364,Ride_78,Ingolstadt,Praha,48.829262,11.965864,4,290,397.272613525,NE,2018-01-25T22:25:17.314Z,13.56
1365,Ride_78,Ingolstadt,Praha,48.99713,12.06354,0,266,407.178649902,NNE,2018-01-25T23:05:44.914Z,12.89
1366,Ride_78,Ingolstadt,Praha,49.272257,12.127375,2,233,361.844726562,N,2018-01-25T23:42:07.714Z,12.28
1367,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T00:14:46.114Z,11.74
1368,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T00:53:52.114Z,11.09
1369,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T01:26:30.514Z,10.55
1370,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T01:54:23.314Z,10.09
1371,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T02:29:44.914Z,9.5
1372,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T03:09:52.114Z,8.83
1373,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T03:40:48.514Z,8.31
1374,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T04:09:22.114Z,7.83
1375,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T04:41:19.714Z,7.3
1376,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T05:09:12.514Z,6.84
1377,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T05:42:31.714Z,6.28
1378,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T06:10:04.114Z,5.82
1379,Ride_78,Ingolstadt,Praha,49.272257,12.127375,5,233,361.844726562,N,2018-01-26T06:48:08.914Z,5.19
1380,Ride_78,Ingolstadt,Praha,49.403708,12.162752,2,218,364.55645752,N,2018-01-26T07:17:23.314Z,4.7
1381,Ride_78,Ingolstadt,Praha,49.56615,12.21332,0,197,525.063049316,NNE,2018-01-26T07:54:06.514Z,4.09
1382,Ride_78,Ingolstadt,Praha,49.656893,12.544307,2,168,540.129943848,ENE,2018-01-26T08:30:49.714Z,3.48
1383,Ride_78,Ingolstadt,Praha,49.706935,13.030125,4,128,466.451202393,E,2018-01-26T09:04:08.914Z,2.92
1384,Ride_78,Ingolstadt,Praha,49.681668,13.396929,2,98,321.089691162,E,2018-01-26T09:37:07.714Z,2.37
1385,Ride_78,Ingolstadt,Praha,49.784818,13.715978,4,71,446.518432617,ENE,2018-01-26T10:16:34.114Z,1.71
1386,Ride_78,Ingolstadt,Praha,49.96294,14.08757,0,36,226.130065918,NE,2018-01-26T10:45:07.714Z,1.23
1387,Ride_78,Ingolstadt,Praha,50.025265,14.356904,2,16,344.805999756,ENE,2018-01-26T11:13:00.514Z,0.77
1388,Ride_78,Ingolstadt,Praha,50.075729,14.420428,4,2,209.092163086,NE,2018-01-26T11:53:28.114Z,0.1
1389,Ride_79,Ingolstadt,Praha,48.74545,11.461036,4,354,364.329650879,S,2018-01-25T21:19:08.745Z,12.51
1390,Ride_79,Ingolstadt,Praha,48.613819,11.690311,1,323,493.861083984,SE,2018-01-25T21:48:43.545Z,12.02
1391,Ride_79,Ingolstadt,Praha,48.817917,11.948925,3,292,391.411407471,NE,2018-01-25T22:24:05.145Z,11.43
1392,Ride_79,Ingolstadt,Praha,48.973583,12.067149,1,269,443.351837158,NNE,2018-01-25T22:51:37.545Z,10.97
1393,Ride_79,Ingolstadt,Praha,49.241088,12.132705,4,237,380.781677246,N,2018-01-25T23:19:09.945Z,10.51
1394,Ride_79,Ingolstadt,Praha,49.544639,12.193364,1,200,444.6875,N,2018-01-25T23:54:11.145Z,9.93
1395,Ride_79,Ingolstadt,Praha,49.642355,12.521966,4,170,500.815093994,ENE,2018-01-26T00:29:12.345Z,9.35
1396,Ride_79,Ingolstadt,Praha,49.702974,12.995504,4,132,446.467498779,E,2018-01-26T01:03:12.345Z,8.78
1397,Ride_79,Ingolstadt,Praha,49.68553,13.36608,0,100,373.825042725,E,2018-01-26T01:30:24.345Z,8.33
1398,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T02:11:12.345Z,7.65
1399,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T02:49:37.545Z,7.01
1400,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T03:22:36.345Z,6.46
1401,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T03:57:57.945Z,5.87
1402,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T04:25:09.945Z,5.42
1403,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T04:57:07.545Z,4.89
1404,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T05:31:48.345Z,4.31
1405,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T06:07:09.945Z,3.72
1406,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T06:37:25.545Z,3.22
1407,Ride_79,Ingolstadt,Praha,49.68553,13.36608,5,100,373.825042725,N,2018-01-26T07:04:37.545Z,2.77
1408,Ride_79,Ingolstadt,Praha,49.725364,13.471687,2,90,422.890594482,ENE,2018-01-26T07:33:11.145Z,2.29
1409,Ride_79,Ingolstadt,Praha,49.781117,13.688799,4,73,459.52142334,ENE,2018-01-26T08:01:44.745Z,1.81
1410,Ride_79,Ingolstadt,Praha,49.955831,14.060556,3,38,226.747817993,NE,2018-01-26T08:28:56.745Z,1.36
1411,Ride_79,Ingolstadt,Praha,50.014168,14.338314,1,12,365.745178223,ENE,2018-01-26T09:08:23.145Z,0.7
1412,Ride_79,Ingolstadt,Praha,50.0753,14.40927,0,2,194.381698608,NE,2018-01-26T09:44:25.545Z,0.1
1413,Ride_80,Ingolstadt,Praha,48.734438,11.469384,2,352,365.037353516,SSE,2018-01-25T21:25:17.729Z,6.43
1414,Ride_80,Ingolstadt,Praha,48.632648,11.705287,1,321,460.689483643,ESE,2018-01-25T21:53:30.929Z,5.96
1415,Ride_80,Ingolstadt,Praha,48.829454,11.966438,4,290,396.211364746,NE,2018-01-25T22:21:44.129Z,5.49
1416,Ride_80,Ingolstadt,Praha,48.997527,12.0636,3,266,405.844299316,NNE,2018-01-25T22:51:18.929Z,5.0
1417,Ride_80,Ingolstadt,Praha,49.273149,12.128152,2,233,362.600891113,N,2018-01-25T23:25:59.729Z,4.42
1418,Ride_80,Ingolstadt,Praha,49.56665,12.214638,3,197,527.805664062,N,2018-01-25T23:58:17.729Z,3.88
1419,Ride_80,Ingolstadt,Praha,49.657387,12.545949,2,168,540.691589355,ENE,2018-01-26T00:29:34.529Z,3.36
1420,Ride_80,Ingolstadt,Praha,49.706948,13.031615,2,128,471.636016846,E,2018-01-26T01:09:00.929Z,2.7
1421,Ride_80,Ingolstadt,Praha,49.681627,13.397229,2,98,321.335571289,E,2018-01-26T01:43:21.329Z,2.13
1422,Ride_80,Ingolstadt,Praha,49.78613,13.71834,0,70,443.37802124,ENE,2018-01-26T02:11:54.929Z,1.65
1423,Ride_80,Ingolstadt,Praha,49.96305,14.08782,0,36,226.37600708,NE,2018-01-26T02:51:00.929Z,1.0
1424,Ride_80,Ingolstadt,Praha,50.02551,14.35747,0,11,343.949279785,ENE,2018-01-26T03:18:12.929Z,0.55
1425,Ride_80,Ingolstadt,Praha,50.075554,14.424092,2,1,218.481719971,NE,2018-01-26T03:45:24.929Z,0.1
1426,Ride_81,Ingolstadt,Praha,48.707054,11.486349,3,349,368.685638428,SSE,2018-01-25T21:44:23.081Z,14.97
1427,Ride_81,Ingolstadt,Praha,48.636751,11.710287,3,320,481.795410156,ESE,2018-01-25T22:19:44.681Z,14.38
1428,Ride_81,Ingolstadt,Praha,48.8339,11.977394,4,289,377.329559326,NE,2018-01-25T22:55:47.081Z,13.78
1429,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-25T23:34:12.281Z,13.14
1430,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T00:02:45.881Z,12.66
1431,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T00:38:48.281Z,12.06
1432,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T01:07:01.481Z,11.59
1433,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T01:34:13.481Z,11.14
1434,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T02:04:49.481Z,10.63
1435,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T02:39:09.881Z,10.06
1436,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T03:17:35.081Z,9.42
1437,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T03:58:02.681Z,8.75
1438,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T04:30:20.681Z,8.21
1439,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T04:57:32.681Z,7.76
1440,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T05:25:05.081Z,7.3
1441,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T05:54:39.881Z,6.81
1442,Ride_81,Ingolstadt,Praha,48.8339,11.977394,5,289,377.329559326,N,2018-01-26T06:24:14.681Z,6.32
1443,Ride_81,Ingolstadt,Praha,48.890385,12.075398,1,279,389.452209473,NE,2018-01-26T06:53:49.481Z,5.83
1444,Ride_81,Ingolstadt,Praha,49.00202,12.06293,0,265,385.921325684,N,2018-01-26T07:33:15.881Z,5.17
1445,Ride_81,Ingolstadt,Praha,49.29683,12.14796,0,230,369.821258545,N,2018-01-26T08:03:31.481Z,4.67
1446,Ride_81,Ingolstadt,Praha,49.568954,12.228298,4,196,563.156188965,N,2018-01-26T08:35:49.481Z,4.13
1447,Ride_81,Ingolstadt,Praha,49.66484,12.580907,2,165,524.11920166,ENE,2018-01-26T09:12:53.081Z,3.51
1448,Ride_81,Ingolstadt,Praha,49.707999,13.049354,1,126,453.961517334,E,2018-01-26T09:48:14.681Z,2.92
1449,Ride_81,Ingolstadt,Praha,49.680611,13.405506,1,97,391.830596924,E,2018-01-26T10:21:54.281Z,2.36
1450,Ride_81,Ingolstadt,Praha,49.790604,13.726973,1,70,458.384735107,ENE,2018-01-26T10:53:11.081Z,1.84
1451,Ride_81,Ingolstadt,Praha,49.96617,14.09424,0,32,265.757141113,NE,2018-01-26T11:32:57.881Z,1.18
1452,Ride_81,Ingolstadt,Praha,50.026426,14.362763,2,10,345.591278076,ENE,2018-01-26T12:10:01.481Z,0.56
1453,Ride_81,Ingolstadt,Praha,50.07575,14.41689,0,2,202.161743164,NE,2018-01-26T12:37:54.281Z,0.1
1454,Ride_84,Ingolstadt,Praha,48.76172,11.45868,0,355,365.521850586,E,2018-01-25T20:18:11.605Z,13.24
1455,Ride_84,Ingolstadt,Praha,48.605627,11.652051,1,326,479.231628418,SE,2018-01-25T20:52:52.405Z,12.66
1456,Ride_84,Ingolstadt,Praha,48.788657,11.91409,2,296,402.905334473,NE,2018-01-25T21:22:06.805Z,12.17
1457,Ride_84,Ingolstadt,Praha,48.962598,12.091805,4,271,396.449157715,NE,2018-01-25T21:58:09.205Z,11.57
1458,Ride_84,Ingolstadt,Praha,49.1824,12.12379,0,244,402.020843506,N,2018-01-25T22:31:28.405Z,11.01
1459,Ride_84,Ingolstadt,Praha,49.520054,12.166307,1,203,382.089813232,N,2018-01-25T23:06:50.005Z,10.42
1460,Ride_84,Ingolstadt,Praha,49.63492,12.48455,0,174,512.483825684,ENE,2018-01-25T23:34:22.405Z,9.96
1461,Ride_84,Ingolstadt,Praha,49.717953,12.918527,2,136,489.079925537,ENE,2018-01-26T00:08:22.405Z,9.39
1462,Ride_84,Ingolstadt,Praha,49.679057,13.308831,1,104,333.657409668,E,2018-01-26T00:39:18.805Z,8.87
1463,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T01:10:35.605Z,8.35
1464,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T01:50:22.405Z,7.69
1465,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T02:21:18.805Z,7.17
1466,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T02:49:52.405Z,6.69
1467,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T03:30:20.005Z,6.02
1468,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T04:07:23.605Z,5.4
1469,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T04:35:16.405Z,4.94
1470,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T05:03:09.205Z,4.48
1471,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T05:32:03.205Z,4.0
1472,Ride_84,Ingolstadt,Praha,49.679057,13.308831,5,104,333.657409668,N,2018-01-26T06:09:47.605Z,3.37
